setV,readV
70,86.39663238864159
75,89.66186533871223
75,89.82352275234007
75,90.20977290856536
75,90.97116698649188
75,91.05384673239314
75,91.13159037406149
75,91.269801292583
75,91.57830780713994
75,91.61039248465386
75,92.97399127899553
80,95.04592103075993
80,95.10515428155486
80,95.22855688737764
80,95.78386861358013
80,95.93195174056746
80,95.97020654837252
80,96.44037047655729
80,96.59832581201044
80,97.29061443067621
80,98.66161738136725
85,101.16545625351137
85,101.28885885933414
85,102.23782489811128
85,102.25756931504293
85,102.4920342661062
85,102.80671091095428
85,102.85113584905048
85,103.0522820965416
90,104.05184320370608
90,104.19375620040228
85,104.57383622633643
90,104.5948146693263
90,105.2661248450022
85,105.39199550294143
90,105.42531420651358
90,105.44999472767813
90,105.48701550942496
90,105.60671603707306
90,105.97692385454138
90,108.7608866419032
95,109.15577498053608
95,109.23845472643734
95,109.66542774258414
95,109.90482879788033
95,110.22690959907777
95,110.95375094737392
95,111.07345147502201
95,111.16353537727264
95,111.23881096682453
95,113.31691084888007
100,115.03590914799133
100,115.86640868517861
100,116.07742714113556
100,116.21317000754061
100,116.5907819813583
100,116.85116147964436
100,116.98073421575828
100,117.29541086060635
100,117.62242776603671
100,118.59360627386195
105,121.0900409896567
105,121.51207790157059
105,121.63054440316046
105,121.82552052036044
105,122.4326613410085
105,122.44376757553255
105,122.49436264391989
105,122.51163900873507
105,122.57704238982114
105,122.71772136045911
110,126.3321836850082
110,127.1281304925651
110,127.43170090288913
110,128.0166292544891
110,128.05488406229415
110,128.06969237499288
110,128.0832666616334
110,128.09807497433212
110,128.16594640753465
110,129.64060754711682
115,133.4907688487874
115,133.59442703767854
115,133.6499582102988
115,133.66723457511398
115,133.80421146757726
115,133.91157173464308
115,134.02510213200003
115,134.10901590395952
115,135.07402428149362
115,136.19451994236442
120,137.46680080839724
120,138.6477637461212
120,138.83533570697182
120,139.00686532906548
120,139.52268822140468
120,139.61153809759708
120,139.6880477132072
120,140.42722932208562
120,140.4839945207641
120,140.98994520463748
125,144.12683944465243
125,144.6327901285258
125,144.87836131411314
125,145.19180393290299
125,145.31027043449285
125,145.3300148514245
125,145.35469537258905
125,145.38678005010297
130,146.4023834960244
125,146.82318638188008
130,146.99965210820665
130,147.06505548929272
130,147.29335031006485
